PC,PQ,PR,TP,DQ,RP,BP,PD,MP,UM,EA,NO,CY,RH,LH,CC,DC,WC,LS,,
G66 9SP,10,N,1,0,0,1,0,0,1,265499,673125,S92000003,,S08000031,,S12000045,S13002906,S,,G66 9SP
G67 2SP,10,N,12,12,12,0,0,12,0,276657,676310,S92000003,,S08000032,,S12000050,S13003045,S,G67 2SP,
G69 6SP,10,N,7,7,7,0,0,7,0,267203,664492,S92000003,,S08000031,,S12000049,S13002986,S,,G69 6SP
G69 7SP,10,N,29,29,26,3,0,29,0,269837,664136,S92000003,,S08000032,,S12000050,S13003051,S,G69 7SP,
G71 7SP,10,N,1,0,1,0,0,0,1,266633,662487,S92000003,,S08000031,,S12000049,S13002985,S,,G71 7SP
G71 8SP,10,N,18,18,18,0,0,18,0,269265,659680,S92000003,,S08000032,,S12000029,S13003110,S,G71 8SP,
G72 0SP,10,N,9,9,9,0,0,9,0,268592,657272,S92000003,,S08000032,,S12000029,S13003109,S,,G72 0SP
G72 7SP,10,N,18,18,18,0,0,18,0,265963,660887,S92000003,,S08000032,,S12000029,S13003108,S,G72 7SP,
G72 8SP,10,N,48,48,48,0,0,48,0,265195,659785,S92000003,,S08000032,,S12000029,S13003108,S,G72 8SP,
G72 9SP,10,N,10,10,10,0,0,10,0,267936,656968,S92000003,,S08000032,,S12000029,S13003109,S,,G72 9SP
G73 1SP,10,N,1,1,1,0,0,1,0,260719,662260,S92000003,,S08000032,,S12000029,S13003106,S,,G73 1SP
G73 2SP,10,N,25,25,24,1,0,25,0,261303,661502,S92000003,,S08000032,,S12000029,S13003106,S,G73 2SP,
G73 3SP,10,N,24,24,24,0,0,24,0,262300,660583,S92000003,,S08000032,,S12000029,S13003105,S,G73 3SP,
G74 3SP,10,N,57,57,57,0,0,57,0,266138,655454,S92000003,,S08000032,,S12000029,S13003104,S,G74 3SP,
G74 4SP,10,N,17,17,17,0,0,17,0,261391,655692,S92000003,,S08000032,,S12000029,S13003103,S,G74 4SP,
G75 0SP,10,N,53,53,53,0,0,53,0,262987,652015,S92000003,,S08000032,,S12000029,S13003100,S,G75 0SP,
G75 8SP,10,N,11,11,10,1,0,11,0,260004,653661,S92000003,,S08000032,,S12000029,S13003103,S,,G75 8SP
G76 7SP,10,N,15,15,15,0,0,15,0,256614,657046,S92000003,,S08000031,,S12000011,S13002917,S,G76 7SP,
G76 8SP,10,N,1,1,1,0,0,1,0,255834,656898,S92000003,,S08000031,,S12000011,S13002918,S,,G76 8SP
G77 6SP,10,N,1,1,0,1,0,1,0,255043,656926,S92000003,,S08000031,,S12000011,S13002918,S,,G77 6SP
G78 1SP,10,N,1,1,0,1,0,1,0,250217,659977,S92000003,,S08000031,,S12000011,S13002914,S,,G78 1SP
G78 2SP,10,N,27,27,27,0,0,27,0,250583,659023,S92000003,,S08000031,,S12000011,S13002914,S,G78 2SP,
G81 2SP,10,N,9,9,9,0,0,9,0,250863,670284,S92000003,,S08000031,,S12000039,S13003126,S,,G81 2SP
G81 4SP,10,N,4,4,4,0,0,4,0,248372,672572,S92000003,,S08000031,,S12000039,S13003126,S,,G81 4SP
G82 9SP,10,N,1,1,0,1,0,1,0,241114,675758,S92000003,,S08000031,,S12000039,S13003124,S,,G82 9SP
G83 0SP,10,N,27,27,27,0,0,27,0,239329,679684,S92000003,,S08000031,,S12000039,S13003123,S,G83 0SP,
G84 7SP,10,N,13,13,13,0,0,13,0,230146,683106,S92000003,,S08000022,,S12000035,S13002525,S,G84 7SP,
L1  2SP,10,N,77,77,76,1,0,77,0,335239,389954,E92000001,E19000001,E18000002,,E08000012,E05000889,S,L1  2SP,
L11 2SP,10,N,17,17,17,0,0,17,0,339458,394951,E92000001,E19000001,E18000002,,E08000012,E05000903,S,L11 2SP,
L12 8SP,10,N,6,6,6,0,0,6,0,340259,392840,E92000001,E19000001,E18000002,,E08000012,E05000913,S,,L12 8SP
L13 5SP,10,N,43,43,43,0,0,43,0,339567,391046,E92000001,E19000001,E18000002,,E08000012,E05000904,S,L13 5SP,
L18 9SP,10,N,18,18,18,0,0,18,0,340096,386008,E92000001,E19000001,E18000002,,E08000012,E05000894,S,L18 9SP,
L19 1SP,10,N,13,13,13,0,0,13,0,339890,385282,E92000001,E19000001,E18000002,,E08000012,E05000894,S,L19 1SP,
L2  3SP,10,N,1,1,0,1,0,1,0,334125,390490,E92000001,E19000001,E18000002,,E08000012,E05000889,S,,L2  3SP
L20 3SP,10,N,3,3,3,0,0,3,0,334688,395057,E92000001,E19000001,E18000002,,E08000014,E05000937,S,,L20 3SP
L20 4SP,10,N,11,11,3,8,0,11,0,334246,395460,E92000001,E19000001,E18000002,,E08000014,E05000942,S,,L20 4SP
L20 7SP,10,N,1,1,0,1,0,1,0,334063,394795,E92000001,E19000001,E18000002,,E08000014,E05000942,L,,L20 7SP
L23 0SP,10,N,8,8,8,0,0,8,0,332109,399096,E92000001,E19000001,E18000002,,E08000014,E05000953,S,,L23 0SP
L23 2SP,10,N,22,22,22,0,0,22,0,332489,400310,E92000001,E19000001,E18000002,,E08000014,E05000944,S,L23 2SP,
L23 5SP,10,N,1,1,0,1,0,1,0,332047,399707,E92000001,E19000001,E18000002,,E08000014,E05000953,L,,L23 5SP
L23 6SP,10,N,24,24,24,0,0,24,0,330693,399057,E92000001,E19000001,E18000002,,E08000014,E05000934,S,L23 6SP,
L23 8SP,10,N,12,12,11,1,0,12,0,330734,400490,E92000001,E19000001,E18000002,,E08000014,E05000934,S,,L23 8SP
L23 9SP,10,N,30,30,30,0,0,30,0,333251,399453,E92000001,E19000001,E18000002,,E08000014,E05000944,S,L23 9SP,
L24 0SP,10,N,46,46,46,0,0,46,0,343997,383463,E92000001,E19000001,E18000002,,E08000012,E05000909,S,L24 0SP,
L24 2SP,10,N,26,26,26,0,0,26,0,344756,383008,E92000001,E19000001,E18000002,,E08000012,E05000909,S,L24 2SP,
L24 6SP,10,N,18,18,18,0,0,18,0,345115,383406,E92000001,E19000001,E18000002,,E08000012,E05000909,S,L24 6SP,
L25 2SP,10,N,30,30,30,0,0,30,0,342632,388970,E92000001,E19000001,E18000002,,E08000012,E05000888,S,L25 2SP,
L25 4SP,10,N,16,16,16,0,0,16,0,342196,388539,E92000001,E19000001,E18000002,,E08000012,E05000914,S,L25 4SP,
L25 7SP,10,N,2,2,2,0,0,2,0,341836,386859,E92000001,E19000001,E18000002,,E08000012,E05000914,S,,L25 7SP
L25 8SP,10,N,26,26,26,0,0,26,0,342930,385991,E92000001,E19000001,E18000002,,E08000012,E05000886,S,L25 8SP,
L30 1SP,10,N,2,2,2,0,0,2,0,336093,398370,E92000001,E19000001,E18000002,,E08000014,E05000947,S,,L30 1SP
L30 3SP,10,N,12,12,12,0,0,12,0,335275,399178,E92000001,E19000001,E18000002,,E08000014,E05000951,S,L30 3SP,
L30 5SP,10,N,1,1,0,1,0,1,0,335580,399540,E92000001,E19000001,E18000002,,E08000014,E05000951,L,,L30 5SP
L30 9SP,10,N,12,12,12,0,0,12,0,335259,397526,E92000001,E19000001,E18000002,,E08000014,E05000943,S,L30 9SP,
L32 0SP,10,N,4,4,4,0,0,4,0,340292,399091,E92000001,E19000001,E18000002,,E08000011,E05010949,S,,L32 0SP
L32 4SP,10,N,14,14,14,0,0,14,0,339918,398434,E92000001,E19000001,E18000002,,E08000011,E05010949,S,L32 4SP,
L32 8SP,10,N,19,19,19,0,0,19,0,341501,398562,E92000001,E19000001,E18000002,,E08000011,E05010938,S,L32 8SP,
L32 9SP,10,N,4,4,4,0,0,4,0,341758,398001,E92000001,E19000001,E18000002,,E08000011,E05010935,S,,L32 9SP
L33 1SP,10,N,7,7,7,0,0,7,0,340935,400304,E92000001,E19000001,E18000002,,E08000011,E05010943,S,,L33 1SP
L34 2SP,10,N,12,12,11,1,0,12,0,347321,392956,E92000001,E19000001,E18000002,,E08000011,E05010940,S,,L34 2SP
L35 3SP,10,N,32,32,32,0,0,32,0,346734,390130,E92000001,E19000001,E18000002,,E08000011,E05010948,S,L35 3SP,
L36 0SP,10,N,36,36,36,0,0,36,0,345062,389810,E92000001,E19000001,E18000002,,E08000011,E05010944,S,L36 0SP,
L36 3SP,10,N,43,43,43,0,0,43,0,343999,392214,E92000001,E19000001,E18000002,,E08000011,E05010945,S,L36 3SP,
L36 5SP,10,N,38,38,38,0,0,38,0,344467,390610,E92000001,E19000001,E18000002,,E08000011,E05010944,S,L36 5SP,
L36 7SP,10,N,38,38,37,1,0,38,0,344308,391885,E92000001,E19000001,E18000002,,E08000011,E05010945,S,L36 7SP,
L36 9SP,10,N,1,1,0,1,0,1,0,344229,390812,E92000001,E19000001,E18000002,,E08000011,E05010942,S,,L36 9SP
L39 2SP,10,N,1,1,0,1,0,1,0,341794,408271,E92000001,E19000001,E18000002,E10000017,E07000127,E05005363,S,,L39 2SP
L39 4SP,10,N,43,43,43,0,0,43,0,340859,407181,E92000001,E19000001,E18000002,E10000017,E07000127,E05005367,S,L39 4SP,
L39 6SP,10,N,32,32,31,1,0,32,0,339114,404336,E92000001,E19000001,E18000002,E10000017,E07000127,E05005358,S,L39 6SP,
L39 8SP,10,N,9,9,8,1,0,9,0,336378,411499,E92000001,E19000001,E18000002,E10000017,E07000127,E05005365,S,,L39 8SP
L4  2SP,10,N,48,48,48,0,0,48,0,336582,393149,E92000001,E19000001,E18000002,,E08000012,E05000887,S,L4  2SP,
L4  5SP,10,N,22,22,22,0,0,22,0,336048,394445,E92000001,E19000001,E18000002,,E08000012,E05000893,S,L4  5SP,
L4  8SP,10,N,25,25,25,0,0,25,0,337625,393915,E92000001,E19000001,E18000002,,E08000012,E05000892,S,L4  8SP,
L4  9SP,10,N,42,42,42,0,0,42,0,337386,394701,E92000001,E19000001,E18000002,,E08000012,E05000892,S,L4  9SP,
L40 0SP,10,N,8,8,8,0,0,8,0,344527,412681,E92000001,E19000001,E18000002,E10000017,E07000127,E05005362,S,,L40 0SP
L40 1SP,10,N,8,8,7,1,0,8,0,345849,415211,E92000001,E19000001,E18000002,E10000017,E07000127,E05005371,S,,L40 1SP
L40 3SP,10,N,4,4,4,0,0,4,0,350941,414170,E92000001,E19000001,E18000002,E10000017,E07000127,E05005370,S,,L40 3SP
L40 5SP,10,N,18,18,18,0,0,18,0,344557,411487,E92000001,E19000001,E18000002,E10000017,E07000127,E05005361,S,L40 5SP,
L40 7SP,10,N,7,7,6,1,0,7,0,341927,410754,E92000001,E19000001,E18000002,E10000017,E07000127,E05005362,S,,L40 7SP
L40 9SP,10,Y,1,1,0,0,1,1,0,341861,408644,E92000001,E19000001,E18000002,E10000017,E07000127,E05005373,L,,L40 9SP
L5  2SP,10,N,8,8,8,0,0,8,0,334593,392454,E92000001,E19000001,E18000002,,E08000012,E05000900,S,,L5  2SP
L5  3SP,10,N,1,1,1,0,0,1,0,335130,391732,E92000001,E19000001,E18000002,,E08000012,E05000896,S,,L5  3SP
L5  6SP,10,N,9,9,4,5,0,9,0,336447,392214,E92000001,E19000001,E18000002,,E08000012,E05000896,S,,L5  6SP
L5  7SP,10,N,4,4,4,0,0,4,0,334518,393093,E92000001,E19000001,E18000002,,E08000012,E05000900,S,,L5  7SP
L7  8SP,10,N,41,41,41,0,0,41,0,336626,390896,E92000001,E19000001,E18000002,,E08000012,E05000889,S,L7  8SP,
L8  0SP,10,N,9,9,9,0,0,9,0,337022,388911,E92000001,E19000001,E18000002,,E08000012,E05000905,S,,L8  0SP
L8  3SP,10,N,18,18,18,0,0,18,0,336905,388093,E92000001,E19000001,E18000002,,E08000012,E05000906,S,L8  3SP,
L8  5SP,10,N,1,1,0,1,0,1,0,335140,388876,E92000001,E19000001,E18000002,,E08000012,E05000907,S,,L8  5SP
L8  7SP,10,N,1,1,1,0,0,1,0,335930,389437,E92000001,E19000001,E18000002,,E08000012,E05000906,S,,L8  7SP
L8  9SP,10,N,28,28,28,0,0,28,0,336176,387531,E92000001,E19000001,E18000002,,E08000012,E05000907,S,L8  9SP,
M12 5SP,10,N,16,16,16,0,0,16,0,387433,394806,E92000001,E19000001,E18000002,,E08000003,E05011369,S,M12 5SP,
M13 0SP,10,N,24,24,24,0,0,24,0,386452,395154,E92000001,E19000001,E18000002,,E08000003,E05011377,S,M13 0SP,
M13 9SP,10,N,11,11,11,0,0,11,0,385222,396921,E92000001,E19000001,E18000002,,E08000003,E05011351,S,,M13 9SP
M14 0SP,10,Y,1,1,0,0,1,1,0,385406,393641,E92000001,E19000001,E18000002,,E08000003,E05011375,L,,M14 0SP
M14 4SP,10,N,11,11,11,0,0,11,0,383946,395614,E92000001,E19000001,E18000002,,E08000003,E05011372,S,,M14 4SP
M14 6SP,10,N,17,17,15,2,0,17,0,385839,393213,E92000001,E19000001,E18000002,,E08000003,E05011380,S,M14 6SP,
M16 0SP,10,N,1,1,0,1,0,1,0,381141,395868,E92000001,E19000001,E18000002,,E08000009,E05000832,L,,M16 0SP
M16 7SP,10,N,20,20,20,0,0,20,0,382452,395263,E92000001,E19000001,E18000002,,E08000003,E05011379,S,M16 7SP,
M16 8SP,10,N,15,15,15,0,0,15,0,383233,394836,E92000001,E19000001,E18000002,,E08000003,E05011379,S,M16 8SP,
M17 1SP,10,N,1,1,0,1,0,1,0,379445,396740,E92000001,E19000001,E18000002,,E08000009,E05000829,L,,M17 1SP
M18 8SP,10,N,26,26,26,0,0,26,0,389462,396915,E92000001,E19000001,E18000002,,E08000003,E05011365,S,M18 8SP,
M19 1SP,10,N,7,7,5,2,0,7,0,386170,392360,E92000001,E19000001,E18000002,,E08000003,E05011354,S,,M19 1SP
M20 2SP,10,N,3,3,3,0,0,3,0,384881,390158,E92000001,E19000001,E18000002,,E08000003,E05011362,S,,M20 2SP
M20 6SP,10,N,9,9,9,0,0,9,0,385172,391576,E92000001,E19000001,E18000002,,E08000003,E05011362,S,,M20 6SP
M21 0SP,10,N,14,14,14,0,0,14,0,381989,394257,E92000001,E19000001,E18000002,,E08000003,E05011357,S,M21 0SP,
M21 7SP,10,N,15,15,14,1,0,15,0,382577,393204,E92000001,E19000001,E18000002,,E08000003,E05011358,S,M21 7SP,
M21 9SP,10,N,10,10,10,0,0,10,0,381404,394358,E92000001,E19000001,E18000002,,E08000003,E05011357,S,,M21 9SP
M22 1SP,10,N,6,6,6,0,0,6,0,381855,386366,E92000001,E19000001,E18000002,,E08000003,E05011381,S,,M22 1SP
M22 4SP,10,N,1,1,0,1,0,1,0,383347,389293,E92000001,E19000001,E18000002,,E08000003,E05011374,L,,M22 4SP
M22 9SP,10,N,24,24,24,0,0,24,0,382595,387515,E92000001,E19000001,E18000002,,E08000003,E05011378,S,M22 9SP,
M23 2SP,10,N,15,15,15,0,0,15,0,381209,387436,E92000001,E19000001,E18000002,,E08000003,E05011352,S,M23 2SP,
M23 9SP,10,N,1,1,0,1,0,1,0,380233,388127,E92000001,E19000001,E18000002,,E08000003,E05011352,S,,M23 9SP
M24 2SP,10,N,21,21,20,1,0,21,0,388129,405391,E92000001,E19000001,E18000002,,E08000005,E05000743,S,M24 2SP,
M24 4SP,10,N,1,1,1,0,0,1,0,384966,405801,E92000001,E19000001,E18000002,,E08000005,E05000754,S,,M24 4SP
M24 5SP,10,N,12,12,12,0,0,12,0,385926,407305,E92000001,E19000001,E18000002,,E08000005,E05000758,S,M24 5SP,
M25 2SP,10,N,1,1,1,0,0,1,0,383071,405912,E92000001,E19000001,E18000002,,E08000002,E05000674,S,,M25 2SP
M25 9SP,10,N,27,27,27,0,0,27,0,381036,402160,E92000001,E19000001,E18000002,,E08000002,E05000683,S,M25 9SP,
M26 2SP,10,N,20,20,16,4,0,20,0,378655,407107,E92000001,E19000001,E18000002,,E08000002,E05000678,S,M26 2SP,
M27 5SP,10,N,31,31,30,1,0,31,0,377670,401182,E92000001,E19000001,E18000002,,E08000006,E05013033,S,M27 5SP,
M27 8SP,10,N,6,6,6,0,0,6,0,378866,402392,E92000001,E19000001,E18000002,,E08000006,E05013029,S,,M27 8SP
M28 0SP,10,N,20,20,20,0,0,20,0,373136,403108,E92000001,E19000001,E18000002,,E08000006,E05013035,S,M28 0SP,
M28 2SP,10,N,15,15,15,0,0,15,0,375961,401156,E92000001,E19000001,E18000002,,E08000006,E05013037,S,M28 2SP,
M28 3SP,10,N,9,9,9,0,0,9,0,373312,402715,E92000001,E19000001,E18000002,,E08000006,E05013035,S,,M28 3SP
M29 7SP,10,N,4,4,4,0,0,4,0,369424,400298,E92000001,E19000001,E18000002,,E08000010,E05000843,S,,M29 7SP
M29 8SP,10,N,34,34,34,0,0,34,0,371128,401591,E92000001,E19000001,E18000002,,E08000010,E05000843,S,M29 8SP,
M30 0SP,10,N,1,1,0,1,0,1,0,377711,398911,E92000001,E19000001,E18000002,,E08000006,E05013024,L,,M30 0SP
M32 0SP,10,N,11,11,11,0,0,11,0,380145,394745,E92000001,E19000001,E18000002,,E08000009,E05000832,S,,M32 0SP
M32 9SP,10,N,10,10,10,0,0,10,0,378261,395423,E92000001,E19000001,E18000002,,E08000009,E05000829,S,,M32 9SP
M33 2SP,10,N,9,9,9,0,0,9,0,380595,391357,E92000001,E19000001,E18000002,,E08000009,E05000835,S,,M33 2SP
M33 4SP,10,N,5,5,5,0,0,5,0,376973,391043,E92000001,E19000001,E18000002,,E08000009,E05000834,S,,M33 4SP
M34 3SP,10,N,5,4,0,5,0,4,1,391534,395089,E92000001,E19000001,E18000002,,E08000008,E05000806,S,,M34 3SP
M34 5SP,10,N,46,46,45,1,0,46,0,390903,398048,E92000001,E19000001,E18000002,,E08000008,E05000803,S,M34 5SP,
M34 7SP,10,N,17,17,17,0,0,17,0,393015,394602,E92000001,E19000001,E18000002,,E08000008,E05000805,S,M34 7SP,
M35 0SP,10,N,24,24,24,0,0,24,0,390174,401028,E92000001,E19000001,E18000002,,E08000004,E05000725,S,M35 0SP,
M40 2SP,10,N,6,6,5,1,0,6,0,387308,400064,E92000001,E19000001,E18000002,,E08000003,E05011371,S,,M40 2SP
M40 7SP,10,N,9,9,9,0,0,9,0,385426,400231,E92000001,E19000001,E18000002,,E08000003,E05011366,S,,M40 7SP
M41 0SP,10,N,1,1,0,1,0,1,0,377434,395731,E92000001,E19000001,E18000002,,E08000009,E05000826,S,,M41 0SP
M41 5SP,10,N,5,5,5,0,0,5,0,375041,395075,E92000001,E19000001,E18000002,,E08000009,E05000828,S,,M41 5SP
M41 8SP,10,N,13,13,13,0,0,13,0,374230,395415,E92000001,E19000001,E18000002,,E08000009,E05000827,S,M41 8SP,
M43 7SP,10,N,33,33,33,0,0,33,0,391076,399128,E92000001,E19000001,E18000002,,E08000008,E05000807,S,M43 7SP,
M45 7SP,10,N,11,11,11,0,0,11,0,380398,406885,E92000001,E19000001,E18000002,,E08000002,E05000677,S,,M45 7SP
M45 8SP,10,N,8,8,8,0,0,8,0,381416,405843,E92000001,E19000001,E18000002,,E08000002,E05000670,S,,M45 8SP
M46 0SP,10,N,12,12,12,0,0,12,0,366448,402901,E92000001,E19000001,E18000002,,E08000010,E05000844,S,M46 0SP,
M46 9SP,10,N,6,6,6,0,0,6,0,367784,404126,E92000001,E19000001,E18000002,,E08000010,E05000845,S,,M46 9SP
M50 3SP,10,N,11,6,0,11,0,6,5,380833,397489,E92000001,E19000001,E18000002,,E08000006,E05013031,S,,M50 3SP
M6  6SP,10,N,30,30,30,0,0,30,0,381443,400043,E92000001,E19000001,E18000002,,E08000006,E05013030,S,M6  6SP,
M7  1SP,10,N,3,3,0,3,0,3,0,383291,399618,E92000001,E19000001,E18000002,,E08000006,E05013021,S,,M7  1SP
M7  4SP,10,N,7,7,6,1,0,7,0,383644,401135,E92000001,E19000001,E18000002,,E08000006,E05013021,S,,M7  4SP
M8  0SP,10,N,11,10,8,3,0,10,1,384264,400497,E92000001,E19000001,E18000002,,E08000003,E05011356,S,,M8  0SP
M8  5SP,10,N,27,27,27,0,0,27,0,384218,402222,E92000001,E19000001,E18000002,,E08000003,E05011360,S,M8  5SP,
M9  5SP,10,N,2,2,0,2,0,2,0,385456,401383,E92000001,E19000001,E18000002,,E08000003,E05011366,S,,M9  5SP
M9  6SP,10,N,6,6,6,0,0,6,0,386109,403154,E92000001,E19000001,E18000002,,E08000003,E05011355,S,,M9  6SP
N1  0SP,10,N,4,4,3,1,0,4,0,530686,183580,E92000001,E19000003,E18000007,,E09000019,E05000368,S,,N1  0SP
N1  2SP,10,N,1,1,1,0,0,1,0,532007,184010,E92000001,E19000003,E18000007,,E09000019,E05000379,S,,N1  2SP
N1  5SP,10,N,56,56,56,0,0,56,0,532965,183855,E92000001,E19000003,E18000007,,E09000012,E05009371,S,N1  5SP,
N1  7SP,10,N,47,47,47,0,0,47,0,532716,182855,E92000001,E19000003,E18000007,,E09000012,E05009378,S,N1  7SP,
N1  9SP,10,N,25,25,25,0,0,25,0,530788,183328,E92000001,E19000003,E18000007,,E09000019,E05000366,S,N1  9SP,
N11 1SP,10,N,9,9,9,0,0,9,0,529008,192279,E92000001,E19000003,E18000007,,E09000010,E05000209,S,,N11 1SP
N11 2SP,10,N,22,22,22,0,0,22,0,529891,192016,E92000001,E19000003,E18000007,,E09000010,E05000193,S,N11 2SP,
N12 8SP,10,N,33,33,32,1,0,33,0,525881,192770,E92000001,E19000003,E18000007,,E09000003,E05000059,S,N12 8SP,
N12 9SP,10,N,2,2,1,1,0,2,0,526347,192433,E92000001,E19000003,E18000007,,E09000003,E05000063,S,,N12 9SP
N13 4SP,10,N,45,45,30,15,0,45,0,530974,191988,E92000001,E19000003,E18000007,,E09000010,E05000193,S,N13 4SP,
N13 5SP,10,N,12,12,12,0,0,12,0,531731,193145,E92000001,E19000003,E18000007,,E09000010,E05000205,S,N13 5SP,
N14 4SP,10,N,18,18,18,0,0,18,0,529806,195707,E92000001,E19000003,E18000007,,E09000010,E05000196,S,N14 4SP,
N14 6SP,10,N,48,48,48,0,0,48,0,529737,194234,E92000001,E19000003,E18000007,,E09000010,E05000208,S,N14 6SP,
N15 6SP,10,N,30,30,29,1,0,30,0,532866,188246,E92000001,E19000003,E18000007,,E09000014,E05000278,S,N15 6SP,
N16 0SP,10,N,12,12,12,0,0,12,0,533170,186290,E92000001,E19000003,E18000007,,E09000012,E05009385,S,N16 0SP,
N16 5SP,10,N,39,39,39,0,0,39,0,533522,186815,E92000001,E19000003,E18000007,,E09000012,E05009385,S,N16 5SP,
N16 6SP,10,N,8,8,8,0,0,8,0,533968,187972,E92000001,E19000003,E18000007,,E09000012,E05009383,S,,N16 6SP
N16 7SP,10,N,4,4,4,0,0,4,0,534111,186191,E92000001,E19000003,E18000007,,E09000012,E05009373,S,,N16 7SP
N16 8SP,10,N,1,1,0,1,0,1,0,533279,185912,E92000001,E19000003,E18000007,,E09000012,E05009385,S,,N16 8SP
N17 0SP,10,N,30,29,11,19,0,29,1,534848,191351,E92000001,E19000003,E18000007,,E09000014,E05000276,S,,N17 0SP
N17 9SP,10,N,30,30,30,0,0,30,0,534575,190486,E92000001,E19000003,E18000007,,E09000014,E05000281,S,N17 9SP,
N18 1SP,10,N,12,12,2,10,0,12,0,533714,191837,E92000001,E19000003,E18000007,,E09000010,E05000212,S,,N18 1SP
N18 2SP,10,N,30,30,30,0,0,30,0,534040,191827,E92000001,E19000003,E18000007,,E09000010,E05000212,S,N18 2SP,
N19 5SP,10,N,10,10,9,1,0,10,0,529454,186644,E92000001,E19000003,E18000007,,E09000019,E05000376,S,,N19 5SP
N1P 1SP,10,Y,1,0,0,0,1,0,1,531622,183898,E92000001,E19000003,E18000007,,E09000019,E05000379,L,,N1P 1SP
N1P 2SP,10,Y,1,1,0,0,1,1,0,531630,183943,E92000001,E19000003,E18000007,,E09000019,E05000379,L,,N1P 2SP
N2  0SP,10,N,19,19,19,0,0,19,0,526189,189730,E92000001,E19000003,E18000007,,E09000003,E05000049,S,N2  0SP,
N20 0SP,10,N,18,18,18,0,0,18,0,527778,193304,E92000001,E19000003,E18000007,,E09000003,E05000058,S,N20 0SP,
N21 1SP,10,N,14,14,14,0,0,14,0,530334,195875,E92000001,E19000003,E18000007,,E09000010,E05000202,S,N21 1SP,
N22 5SP,10,N,6,6,6,0,0,6,0,530979,190905,E92000001,E19000003,E18000007,,E09000014,E05000284,S,,N22 5SP
N22 6SP,10,N,36,36,36,0,0,36,0,532050,190403,E92000001,E19000003,E18000007,,E09000014,E05000275,S,N22 6SP,
N3  1SP,10,N,25,25,25,0,0,25,0,524355,190369,E92000001,E19000003,E18000007,,E09000003,E05000051,S,N3  1SP,
N3  2SP,10,N,45,45,45,0,0,45,0,525612,190356,E92000001,E19000003,E18000007,,E09000003,E05000051,S,N3  2SP,
N3  3SP,10,N,12,12,12,0,0,12,0,524413,190118,E92000001,E19000003,E18000007,,E09000003,E05000051,S,N3  3SP,
N4  2SP,10,N,61,61,61,0,0,61,0,531859,186636,E92000001,E19000003,E18000007,,E09000012,E05009367,S,N4  2SP,
N4  4SP,10,N,1,1,1,0,0,1,0,530727,188035,E92000001,E19000003,E18000007,,E09000014,E05000279,S,,N4  4SP
N5  1SP,10,N,22,22,22,0,0,22,0,531794,185605,E92000001,E19000003,E18000007,,E09000019,E05000373,S,N5  1SP,
N6  4SP,10,N,23,23,23,0,0,23,0,527838,188951,E92000001,E19000003,E18000007,,E09000014,E05000270,S,N6  4SP,
N7  0SP,10,N,1,1,0,1,0,1,0,530489,185682,E92000001,E19000003,E18000007,,E09000019,E05000375,L,,N7  0SP
N7  8SP,10,N,13,13,13,0,0,13,0,530713,184767,E92000001,E19000003,E18000007,,E09000019,E05000368,S,N7  8SP,
N7  9SP,10,N,36,36,36,0,0,36,0,530650,185737,E92000001,E19000003,E18000007,,E09000019,E05000375,S,N7  9SP,
N8  8SP,10,N,9,9,9,0,0,9,0,530081,188704,E92000001,E19000003,E18000007,,E09000014,E05000274,S,,N8  8SP
N9  9SP,10,N,38,38,38,0,0,38,0,534069,193138,E92000001,E19000003,E18000007,,E09000010,E05000197,S,N9  9SP,
S1  4SP,10,N,2,2,0,2,0,2,0,435607,386752,E92000001,E19000001,E18000003,,E08000019,E05010862,S,,S1  4SP
S1  9SP,10,N,1,1,0,1,0,1,0,435366,387189,E92000001,E19000001,E18000003,,E08000019,E05010862,S,,S1  9SP
S10 1SP,10,N,53,53,53,0,0,53,0,432536,387802,E92000001,E19000001,E18000003,,E08000019,E05010863,S,S10 1SP,
S10 2SP,10,N,7,7,4,3,0,7,0,433368,386876,E92000001,E19000001,E18000003,,E08000019,E05010860,S,,S10 2SP
S10 5SP,10,N,4,4,4,0,0,4,0,431653,386579,E92000001,E19000001,E18000003,,E08000019,E05010863,S,,S10 5SP
S11 9SP,10,N,47,47,47,0,0,47,0,432169,384453,E92000001,E19000001,E18000003,,E08000019,E05010867,S,S11 9SP,
S12 2SP,10,N,4,4,4,0,0,4,0,437698,384402,E92000001,E19000001,E18000003,,E08000019,E05010876,S,,S12 2SP
S12 4SP,10,N,16,16,16,0,0,16,0,439800,384167,E92000001,E19000001,E18000003,,E08000019,E05010859,S,S12 4SP,
S13 8SP,10,N,28,28,28,0,0,28,0,440707,384907,E92000001,E19000001,E18000003,,E08000019,E05010877,S,S13 8SP,
S14 1SP,10,N,21,21,20,1,0,21,0,437917,383048,E92000001,E19000001,E18000003,,E08000019,E05010870,S,S14 1SP,
S18 1SP,10,N,25,25,25,0,0,25,0,435608,377924,E92000001,E19000001,E18000004,E10000007,E07000038,E05012047,S,S18 1SP,
S18 7SP,10,N,16,16,16,0,0,16,0,433748,375454,E92000001,E19000001,E18000004,E10000007,E07000038,E05012041,S,S18 7SP,
S2  1SP,10,N,5,5,5,0,0,5,0,438481,385734,E92000001,E19000001,E18000003,,E08000019,E05010873,S,,S2  1SP
