,Postcode 1,Postcode 2,Postcode 3,Date Introduced,User Type,Easting,Northing,Positional Quality,County Code,County Name,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Country Code,Country Name,Region Code,Region Name,Parliamentary Constituency Code,Parliamentary Constituency Name,European Electoral Region Code,European Electoral Region Name,Primary Care Trust Code,Primary Care Trust Name,Lower Super Output Area Code,Lower Super Output Area Name,Middle Super Output Area Code,Middle Super Output Area Name,Output Area Classification Code,Output Area Classification Name,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,post
10106,SP5 4EH,SP5  4EH,SP5 4EH,Jan-80,0,415887,126473,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008360,Downton and Ebble Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032000,,E02006672,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-1.774791,51.037399,Postcode Level,04/01/2018,"(51.037399, -1.774791)",1466272,sp54eh
10627,SP4 6SL,SP4  6SL,SP4 6SL,Dec-16,0,414648,134199,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008367,"Laverstock, Ford and Old Sarum",E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032011,,E02006672,,5A1,Urbanites;Urban professionals and families;White professionals,-1.792141,51.106899,Postcode Level,04/01/2018,"(51.106899, -1.792141)",1464860,sp46sl
10696,SP7 0AJ,SP7  0AJ,SP7 0AJ,Jan-80,0,384547,120387,1,E10000009,Dorset,E07000050,North Dorset,E05010013,The Beacon,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020460,,E02004259,,1C1,Rural residents;Ageing rural dwellers;Rural employment and retirees,-2.221509,50.982678,Postcode Level,04/01/2018,"(50.982678, -2.221509)",1467170,sp70aj
10933,SP1 2TW,SP1  2TW,SP1 2TW,Jul-95,1,413857,130232,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008393,Salisbury St Paul's,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032024,,E02006670,,5A3,Urbanites;Urban professionals and families;Families in terraces and flats,-1.803601,51.071252,Postcode Level,04/01/2018,"(51.071252, -1.803601)",1460466,sp12tw
11148,SP5 3PG,SP5  3PG,SP5 3PG,Jan-80,0,418136,121520,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008360,Downton and Ebble Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031995,,E02006677,,5B3,Urbanites;Ageing urban living;Self-sufficient retirement,-1.742962,50.992795,Postcode Level,04/01/2018,"(50.992795, -1.742962)",1466140,sp53pg
11496,SP4 6LG,SP4  6LG,SP4 6LG,Jan-95,0,415311,133614,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008367,"Laverstock, Ford and Old Sarum",E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032011,,E02006672,,8D2,Hard-pressed living;Migration and churn;Hard-pressed ethnic mix,-1.782695,51.101621,Postcode Level,04/01/2018,"(51.101621, -1.782695)",1464808,sp46lg
11817,SP2 8HX,SP2  8HX,SP2 8HX,Jan-80,0,412982,128867,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008388,Salisbury Harnham,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032008,,E02006673,,7C1,Constrained city dwellers;White communities;Challenged transitionaries,-1.816138,51.058999,Postcode Level,04/01/2018,"(51.058999, -1.816138)",1463574,sp28hx
12070,SP1 2EP,SP1  2EP,SP1 2EP,Jan-80,1,414109,129326,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008392,Salisbury St Martin's and Cathedral,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032022,,E02006673,,5B2,Urbanites;Ageing urban living;Communal retirement,-1.800039,51.0631,Postcode Level,04/01/2018,"(51.0631, -1.800039)",1460335,sp12ep
12086,SP2 7RU,SP2  7RU,SP2 7RU,Jan-80,0,413814,130016,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008393,Salisbury St Paul's,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032022,,E02006673,,7D1,Constrained city dwellers;Ageing city dwellers;Ageing communities and families,-1.804223,51.069311,Postcode Level,04/01/2018,"(51.069311, -1.804223)",1463418,sp27ru
12242,SP6 2DN,SP6  2DN,SP6 2DN,Jan-80,0,416692,119253,1,E10000014,Hampshire,E07000091,New Forest,E05008932,Downlands and Forest,E92000001,England,E12000008,South East,E14000828,New Forest West,E15000008,South East,E16000133,Hampshire,E01023012,,E02004779,,1A2,Rural residents;Farming communities;Established farming communities,-1.763631,50.972446,Postcode Level,04/01/2018,"(50.972446, -1.763631)",1466824,sp62dn
12642,SP3 5SE,SP3  5SE,SP3 5SE,Jan-80,0,393338,132705,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008380,Nadder and East Knoyle,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032004,,E02006669,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-2.096508,51.093614,Postcode Level,04/01/2018,"(51.093614, -2.096508)",1464266,sp35se
12845,SP103FA,SP10 3FA,SP10 3FA,Aug-93,0,435840,145877,1,E10000014,Hampshire,E07000093,Test Valley,E05004643,Millway,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023190,,E02004817,,5B3,Urbanites;Ageing urban living;Self-sufficient retirement,-1.488302,51.21098,Postcode Level,04/01/2018,"(51.21098, -1.488302)",1461250,sp103fa
12878,SP4 0BZ,SP4  0BZ,SP4 0BZ,Jan-80,0,420583,139501,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008337,"Bulford, Allington and Figheldean",E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032033,,E02006664,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.707078,51.154398,Postcode Level,04/01/2018,"(51.154398, -1.707078)",1464558,sp40bz
13184,SP6 1BB,SP6  1BB,SP6 1BB,Jan-80,0,414559,113916,1,E10000014,Hampshire,E07000091,New Forest,E05008933,Fordingbridge,E92000001,England,E12000008,South East,E14000828,New Forest West,E15000008,South East,E16000133,Hampshire,E01023022,,E02004779,,5B3,Urbanites;Ageing urban living;Self-sufficient retirement,-1.79423,50.924519,Postcode Level,04/01/2018,"(50.924519, -1.79423)",1466582,sp61bb
13391,SP5 4EU,SP5  4EU,SP5 4EU,Jan-80,0,416912,126273,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008360,Downton and Ebble Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032000,,E02006672,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-1.760182,51.035572,Postcode Level,04/01/2018,"(51.035572, -1.760182)",1466279,sp54eu
13709,SP8 4BY,SP8  4BY,SP8 4BY,Jan-80,0,380588,126766,1,E10000009,Dorset,E07000050,North Dorset,E05010004,Gillingham Town,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020443,,E02004255,,5B2,Urbanites;Ageing urban living;Communal retirement,-2.278249,51.039918,Postcode Level,04/01/2018,"(51.039918, -2.278249)",1467814,sp84by
13857,SP110RR,SP11 0RR,SP11 0RR,Jan-80,0,432850,147319,1,E10000014,Hampshire,E07000093,Test Valley,E05004646,Penton Bellinger,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023196,,E02004818,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.530973,51.224125,Postcode Level,04/01/2018,"(51.224125, -1.530973)",1461972,sp110rr
14129,SP5 3LD,SP5  3LD,SP5 3LD,Jan-80,0,418008,120917,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008360,Downton and Ebble Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031993,,E02006677,,6B2,Suburbanites;Semi-detached suburbia;White suburban communities,-1.744815,50.987377,Postcode Level,04/01/2018,"(50.987377, -1.744815)",1466104,sp53ld
14186,SP5 5QB,SP5  5QB,SP5 5QB,Jan-80,0,395847,118823,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008363,Fovant and Chalke Valley,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01031991,,E02006676,,1C1,Rural residents;Ageing rural dwellers;Rural employment and retirees,-2.060517,50.968809,Postcode Level,04/01/2018,"(50.968809, -2.060517)",1466521,sp55qb
14196,SP4 0BX,SP4  0BX,SP4 0BX,Jan-80,0,420450,139412,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008337,"Bulford, Allington and Figheldean",E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032032,,E02006664,,6A3,Suburbanites;Suburban achievers;Detached retirement living,-1.708973,51.153598,Postcode Level,04/01/2018,"(51.153598, -1.708973)",1464556,sp40bx
14240,SP7 8DZ,SP7  8DZ,SP7 8DZ,Jan-80,0,386781,123533,1,E10000009,Dorset,E07000050,North Dorset,E05010011,Shaftesbury West,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020454,,E02004257,,8C1,Hard-pressed living;Hard pressed ageing workers;Ageing industrious workers,-2.1898,51.011024,Postcode Level,04/01/2018,"(51.011024, -2.1898)",1467400,sp78dz
14379,SP4 6NY,SP4  6NY,SP4 6NY,Jan-80,0,412432,137295,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008331,Bourne and Woodford Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032013,,E02006664,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.823687,51.13479,Postcode Level,04/01/2018,"(51.13479, -1.823687)",1464839,sp46ny
14592,SP118PG,SP11 8PG,SP11 8PG,Jan-80,0,427959,146741,1,E10000014,Hampshire,E07000093,Test Valley,E05004646,Penton Bellinger,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023198,,E02004820,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.601055,51.219187,Postcode Level,04/01/2018,"(51.219187, -1.601055)",1462691,sp118pg
14878,SP3 5RQ,SP3  5RQ,SP3 5RQ,Jan-80,0,399057,131388,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008380,Nadder and East Knoyle,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032004,,E02006669,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.014839,51.081811,Postcode Level,04/01/2018,"(51.081811, -2.014839)",1464256,sp35rq
14921,SP4 7EE,SP4  7EE,SP4 7EE,Jan-80,0,415947,141964,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008330,Amesbury West,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031974,,E02006663,,5B3,Urbanites;Ageing urban living;Self-sufficient retirement,-1.773256,51.176692,Postcode Level,04/01/2018,"(51.176692, -1.773256)",1464920,sp47ee
15042,SP4 9RH,SP4  9RH,SP4 9RH,Jan-80,0,414637,148574,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008397,The Collingbournes and Netheravon,E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031867,,E02006642,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-1.791728,51.236163,Postcode Level,04/01/2018,"(51.236163, -1.791728)",1465519,sp49rh
15152,SP4 0BT,SP4  0BT,SP4 0BT,Jan-80,0,419669,140958,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008337,"Bulford, Allington and Figheldean",E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032032,,E02006664,,6A3,Suburbanites;Suburban achievers;Detached retirement living,-1.720067,51.167531,Postcode Level,04/01/2018,"(51.167531, -1.720067)",1464553,sp40bt
15295,SP5 3SW,SP5  3SW,SP5 3SW,May-94,0,416683,121423,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008360,Downton and Ebble Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031995,,E02006677,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-1.763669,50.991966,Postcode Level,04/01/2018,"(50.991966, -1.763669)",1466203,sp53sw
15890,SP119LU,SP11 9LU,SP11 9LU,Jan-80,0,426595,150768,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008368,Ludgershall and Perham Down,E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031859,,E02006643,,7A2,Constrained city dwellers;Challenged diversity;Hampered aspiration,-1.620287,51.255461,Postcode Level,04/01/2018,"(51.255461, -1.620287)",1462859,sp119lu
15941,SP3 6LU,SP3  6LU,SP3 6LU,Jan-80,0,395210,129735,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008401,Tisbury,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032029,,E02006676,,1A3,Rural residents;Farming communities;Agricultural communities,-2.069736,51.066927,Postcode Level,04/01/2018,"(51.066927, -2.069736)",1464419,sp36lu
16038,SP5 3HT,SP5  3HT,SP5 3HT,Jul-06,0,419717,126120,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008328,Alderbury and Whiteparish,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031970,,E02006675,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.720187,51.034107,Postcode Level,04/01/2018,"(51.034107, -1.720187)",1466079,sp53ht
16290,SP8 5BF,SP8  5BF,SP8 5BF,Dec-94,0,379959,123117,1,E10000009,Dorset,E07000050,North Dorset,E05010014,The Stours & Marnhull,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020462,,E02004256,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-2.287018,51.007084,Postcode Level,04/01/2018,"(51.007084, -2.287018)",1468115,sp85bf
16299,SP4 7JE,SP4  7JE,SP4 7JE,Apr-85,0,415443,141392,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008330,Amesbury West,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031979,,E02006663,,5B3,Urbanites;Ageing urban living;Self-sufficient retirement,-1.78049,51.171563,Postcode Level,04/01/2018,"(51.171563, -1.78049)",1464993,sp47je
16511,SP1 1DL,SP1  1DL,SP1 1DL,Jan-80,0,414493,130091,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008389,Salisbury St Edmund and Milford,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032014,,E02006671,,2C1,Cosmopolitans;Comfortable cosmopolitan;Migrant families,-1.794529,51.069969,Postcode Level,04/01/2018,"(51.069969, -1.794529)",1460130,sp11dl
16644,SP8 4QG,SP8  4QG,SP8 4QG,Jan-80,0,381089,126377,1,E10000009,Dorset,E07000050,North Dorset,E05010004,Gillingham Town,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020443,,E02004255,,7A1,Constrained city dwellers;Challenged diversity;Transitional Eastern European neighbourhood,-2.271083,51.036437,Postcode Level,04/01/2018,"(51.036437, -2.271083)",1467988,sp84qg
16985,SP5 3BD,SP5  3BD,SP5 3BD,Jan-80,0,419234,126934,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008328,Alderbury and Whiteparish,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031970,,E02006675,,6A2,Suburbanites;Suburban achievers;Comfortable suburbia,-1.727032,51.041443,Postcode Level,04/01/2018,"(51.041443, -1.727032)",1466001,sp53bd
17252,SP110ND,SP11 0ND,SP11 0ND,Jan-80,0,440251,151924,1,E10000014,Hampshire,E07000084,Basingstoke and Deane,E05004436,"Burghclere, Highclere and St Mary Bourne",E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01022514,,E02004694,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.424481,51.265058,Postcode Level,04/01/2018,"(51.265058, -1.424481)",1461908,sp110nd
17713,SP117NX,SP11 7NX,SP11 7NX,Jan-80,0,433411,142989,1,E10000014,Hampshire,E07000093,Test Valley,E05004632,Anna,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01032870,,E02004818,,1A2,Rural residents;Farming communities;Established farming communities,-1.523342,51.185159,Postcode Level,04/01/2018,"(51.185159, -1.523342)",1462477,sp117nx
17795,SP8 5NZ,SP8  5NZ,SP8 5NZ,Oct-06,0,380032,123367,1,E10000009,Dorset,E07000050,North Dorset,E05010014,The Stours & Marnhull,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020462,,E02004256,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-2.285991,51.009335,Postcode Level,04/01/2018,"(51.009335, -2.285991)",1468250,sp85nz
18027,SP2 0QP,SP2  0QP,SP2 0QP,Jan-80,0,408437,134751,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008419,Wilton and Lower Wylye Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032013,,E02006664,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.880854,51.111992,Postcode Level,04/01/2018,"(51.111992, -1.880854)",1463154,sp20qp
18464,SP1 1EY,SP1  1EY,SP1 1EY,Jan-80,0,414535,130004,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008389,Salisbury St Edmund and Milford,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032022,,E02006673,,2C1,Cosmopolitans;Comfortable cosmopolitan;Migrant families,-1.793923,51.06918,Postcode Level,04/01/2018,"(51.06918, -1.793923)",1460148,sp11ey
18652,SP119SN,SP11 9SN,SP11 9SN,Jul-90,0,426602,150506,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008368,Ludgershall and Perham Down,E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031878,,E02006643,,6B2,Suburbanites;Semi-detached suburbia;White suburban communities,-1.620206,51.253105,Postcode Level,04/01/2018,"(51.253105, -1.620206)",1462948,sp119sn
18926,SP3 5BG,SP3  5BG,SP3 5BG,Jan-80,0,396748,132613,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008380,Nadder and East Knoyle,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032004,,E02006669,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.047814,51.092817,Postcode Level,04/01/2018,"(51.092817, -2.047814)",1464094,sp35bg
19236,SP119LR,SP11 9LR,SP11 9LR,Jan-80,0,427315,149357,1,E10000014,Hampshire,E07000093,Test Valley,E05004646,Penton Bellinger,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023198,,E02004820,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.610077,51.24274,Postcode Level,04/01/2018,"(51.24274, -1.610077)",1462857,sp119lr
19267,SP5 4JB,SP5  4JB,SP5 4JB,Jan-80,0,414529,126191,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008360,Downton and Ebble Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032000,,E02006672,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.79417,51.034899,Postcode Level,04/01/2018,"(51.034899, -1.79417)",1466303,sp54jb
19641,SP1 3LQ,SP1  3LQ,SP1 3LQ,Jan-80,0,413433,131915,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008390,Salisbury St Francis and Stratford,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032018,,E02006668,,1A4,Rural residents;Farming communities;Older farming communities,-1.80959,51.086396,Postcode Level,04/01/2018,"(51.086396, -1.80959)",1460634,sp13lq
19882,SP5 5RU,SP5  5RU,SP5 5RU,Jan-80,0,397895,115386,1,E10000009,Dorset,E07000049,East Dorset,E05009523,Handley Vale,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020397,,E02004243,,1A3,Rural residents;Farming communities;Agricultural communities,-2.031323,50.937908,Postcode Level,04/01/2018,"(50.937908, -2.031323)",1466555,sp55ru
20024,SP7 8PF,SP7  8PF,SP7 8PF,Jan-80,0,386896,122887,1,E10000009,Dorset,E07000050,North Dorset,E05010010,Shaftesbury East,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020455,,E02004257,,1B1,Rural residents;Rural tenants;Rural life,-2.188132,51.005211,Postcode Level,04/01/2018,"(51.005211, -2.188132)",1467535,sp78pf
