PC,PQ,PR,TP,DQ,RP,BP,PD,MP,UM,EA,NO,CY,RH,LH,CC,DC,WC,LS
L13 5SP,10,N,43,43,43,0,0,43,0,339567,391046,E92000001,E19000001,E18000002,,E08000012,E05000904,S
L18 9SP,10,N,18,18,18,0,0,18,0,340096,386008,E92000001,E19000001,E18000002,,E08000012,E05000894,S
L19 1SP,10,N,13,13,13,0,0,13,0,339890,385282,E92000001,E19000001,E18000002,,E08000012,E05000894,S
L2  3SP,10,N,1,1,0,1,0,1,0,334125,390490,E92000001,E19000001,E18000002,,E08000012,E05000889,S
L20 3SP,10,N,3,3,3,0,0,3,0,334688,395057,E92000001,E19000001,E18000002,,E08000014,E05000937,S
L20 4SP,10,N,11,11,3,8,0,11,0,334246,395460,E92000001,E19000001,E18000002,,E08000014,E05000942,S
L20 7SP,10,N,1,1,0,1,0,1,0,334063,394795,E92000001,E19000001,E18000002,,E08000014,E05000942,L
L23 0SP,10,N,8,8,8,0,0,8,0,332109,399096,E92000001,E19000001,E18000002,,E08000014,E05000953,S
L23 2SP,10,N,22,22,22,0,0,22,0,332489,400310,E92000001,E19000001,E18000002,,E08000014,E05000944,S
L23 5SP,10,N,1,1,0,1,0,1,0,332047,399707,E92000001,E19000001,E18000002,,E08000014,E05000953,L
L23 6SP,10,N,24,24,24,0,0,24,0,330693,399057,E92000001,E19000001,E18000002,,E08000014,E05000934,S
L23 8SP,10,N,12,12,11,1,0,12,0,330734,400490,E92000001,E19000001,E18000002,,E08000014,E05000934,S
L23 9SP,10,N,30,30,30,0,0,30,0,333251,399453,E92000001,E19000001,E18000002,,E08000014,E05000944,S
L24 0SP,10,N,46,46,46,0,0,46,0,343997,383463,E92000001,E19000001,E18000002,,E08000012,E05000909,S
L24 2SP,10,N,26,26,26,0,0,26,0,344756,383008,E92000001,E19000001,E18000002,,E08000012,E05000909,S
L24 6SP,10,N,18,18,18,0,0,18,0,345115,383406,E92000001,E19000001,E18000002,,E08000012,E05000909,S
L25 2SP,10,N,30,30,30,0,0,30,0,342632,388970,E92000001,E19000001,E18000002,,E08000012,E05000888,S
L25 4SP,10,N,16,16,16,0,0,16,0,342196,388539,E92000001,E19000001,E18000002,,E08000012,E05000914,S
L25 7SP,10,N,2,2,2,0,0,2,0,341836,386859,E92000001,E19000001,E18000002,,E08000012,E05000914,S
L25 8SP,10,N,26,26,26,0,0,26,0,342930,385991,E92000001,E19000001,E18000002,,E08000012,E05000886,S
L30 1SP,10,N,2,2,2,0,0,2,0,336093,398370,E92000001,E19000001,E18000002,,E08000014,E05000947,S
L30 3SP,10,N,12,12,12,0,0,12,0,335275,399178,E92000001,E19000001,E18000002,,E08000014,E05000951,S
L30 5SP,10,N,1,1,0,1,0,1,0,335580,399540,E92000001,E19000001,E18000002,,E08000014,E05000951,L
L30 9SP,10,N,12,12,12,0,0,12,0,335259,397526,E92000001,E19000001,E18000002,,E08000014,E05000943,S
L32 0SP,10,N,4,4,4,0,0,4,0,340292,399091,E92000001,E19000001,E18000002,,E08000011,E05010949,S
L32 4SP,10,N,14,14,14,0,0,14,0,339918,398434,E92000001,E19000001,E18000002,,E08000011,E05010949,S
L32 8SP,10,N,19,19,19,0,0,19,0,341501,398562,E92000001,E19000001,E18000002,,E08000011,E05010938,S
L32 9SP,10,N,4,4,4,0,0,4,0,341758,398001,E92000001,E19000001,E18000002,,E08000011,E05010935,S
L33 1SP,10,N,7,7,7,0,0,7,0,340935,400304,E92000001,E19000001,E18000002,,E08000011,E05010943,S
L34 2SP,10,N,12,12,11,1,0,12,0,347321,392956,E92000001,E19000001,E18000002,,E08000011,E05010940,S
L35 3SP,10,N,32,32,32,0,0,32,0,346734,390130,E92000001,E19000001,E18000002,,E08000011,E05010948,S
L36 0SP,10,N,36,36,36,0,0,36,0,345062,389810,E92000001,E19000001,E18000002,,E08000011,E05010944,S
L36 3SP,10,N,43,43,43,0,0,43,0,343999,392214,E92000001,E19000001,E18000002,,E08000011,E05010945,S
L36 5SP,10,N,38,38,38,0,0,38,0,344467,390610,E92000001,E19000001,E18000002,,E08000011,E05010944,S
L36 7SP,10,N,38,38,37,1,0,38,0,344308,391885,E92000001,E19000001,E18000002,,E08000011,E05010945,S
L36 9SP,10,N,1,1,0,1,0,1,0,344229,390812,E92000001,E19000001,E18000002,,E08000011,E05010942,S
L39 2SP,10,N,1,1,0,1,0,1,0,341794,408271,E92000001,E19000001,E18000002,E10000017,E07000127,E05005363,S
L39 4SP,10,N,43,43,43,0,0,43,0,340859,407181,E92000001,E19000001,E18000002,E10000017,E07000127,E05005367,S
L39 6SP,10,N,32,32,31,1,0,32,0,339114,404336,E92000001,E19000001,E18000002,E10000017,E07000127,E05005358,S
L39 8SP,10,N,9,9,8,1,0,9,0,336378,411499,E92000001,E19000001,E18000002,E10000017,E07000127,E05005365,S
L4  2SP,10,N,48,48,48,0,0,48,0,336582,393149,E92000001,E19000001,E18000002,,E08000012,E05000887,S
L4  5SP,10,N,22,22,22,0,0,22,0,336048,394445,E92000001,E19000001,E18000002,,E08000012,E05000893,S
L4  8SP,10,N,25,25,25,0,0,25,0,337625,393915,E92000001,E19000001,E18000002,,E08000012,E05000892,S
L4  9SP,10,N,42,42,42,0,0,42,0,337386,394701,E92000001,E19000001,E18000002,,E08000012,E05000892,S
L40 0SP,10,N,8,8,8,0,0,8,0,344527,412681,E92000001,E19000001,E18000002,E10000017,E07000127,E05005362,S
L40 1SP,10,N,8,8,7,1,0,8,0,345849,415211,E92000001,E19000001,E18000002,E10000017,E07000127,E05005371,S
L40 3SP,10,N,4,4,4,0,0,4,0,350941,414170,E92000001,E19000001,E18000002,E10000017,E07000127,E05005370,S
L40 5SP,10,N,18,18,18,0,0,18,0,344557,411487,E92000001,E19000001,E18000002,E10000017,E07000127,E05005361,S
L40 7SP,10,N,7,7,6,1,0,7,0,341927,410754,E92000001,E19000001,E18000002,E10000017,E07000127,E05005362,S
L40 9SP,10,Y,1,1,0,0,1,1,0,341861,408644,E92000001,E19000001,E18000002,E10000017,E07000127,E05005373,L
L5  2SP,10,N,8,8,8,0,0,8,0,334593,392454,E92000001,E19000001,E18000002,,E08000012,E05000900,S
L5  3SP,10,N,1,1,1,0,0,1,0,335130,391732,E92000001,E19000001,E18000002,,E08000012,E05000896,S
L5  6SP,10,N,9,9,4,5,0,9,0,336447,392214,E92000001,E19000001,E18000002,,E08000012,E05000896,S
L5  7SP,10,N,4,4,4,0,0,4,0,334518,393093,E92000001,E19000001,E18000002,,E08000012,E05000900,S
L7  8SP,10,N,41,41,41,0,0,41,0,336626,390896,E92000001,E19000001,E18000002,,E08000012,E05000889,S
L8  0SP,10,N,9,9,9,0,0,9,0,337022,388911,E92000001,E19000001,E18000002,,E08000012,E05000905,S
L8  3SP,10,N,18,18,18,0,0,18,0,336905,388093,E92000001,E19000001,E18000002,,E08000012,E05000906,S
L8  5SP,10,N,1,1,0,1,0,1,0,335140,388876,E92000001,E19000001,E18000002,,E08000012,E05000907,S
L8  7SP,10,N,1,1,1,0,0,1,0,335930,389437,E92000001,E19000001,E18000002,,E08000012,E05000906,S
L8  9SP,10,N,28,28,28,0,0,28,0,336176,387531,E92000001,E19000001,E18000002,,E08000012,E05000907,S
M12 5SP,10,N,16,16,16,0,0,16,0,387433,394806,E92000001,E19000001,E18000002,,E08000003,E05011369,S
M13 0SP,10,N,24,24,24,0,0,24,0,386452,395154,E92000001,E19000001,E18000002,,E08000003,E05011377,S
M13 9SP,10,N,11,11,11,0,0,11,0,385222,396921,E92000001,E19000001,E18000002,,E08000003,E05011351,S
M14 0SP,10,Y,1,1,0,0,1,1,0,385406,393641,E92000001,E19000001,E18000002,,E08000003,E05011375,L
M14 4SP,10,N,11,11,11,0,0,11,0,383946,395614,E92000001,E19000001,E18000002,,E08000003,E05011372,S
M14 6SP,10,N,17,17,15,2,0,17,0,385839,393213,E92000001,E19000001,E18000002,,E08000003,E05011380,S
M16 0SP,10,N,1,1,0,1,0,1,0,381141,395868,E92000001,E19000001,E18000002,,E08000009,E05000832,L
M16 7SP,10,N,20,20,20,0,0,20,0,382452,395263,E92000001,E19000001,E18000002,,E08000003,E05011379,S
M16 8SP,10,N,15,15,15,0,0,15,0,383233,394836,E92000001,E19000001,E18000002,,E08000003,E05011379,S
M17 1SP,10,N,1,1,0,1,0,1,0,379445,396740,E92000001,E19000001,E18000002,,E08000009,E05000829,L
M18 8SP,10,N,26,26,26,0,0,26,0,389462,396915,E92000001,E19000001,E18000002,,E08000003,E05011365,S
M19 1SP,10,N,7,7,5,2,0,7,0,386170,392360,E92000001,E19000001,E18000002,,E08000003,E05011354,S
M20 2SP,10,N,3,3,3,0,0,3,0,384881,390158,E92000001,E19000001,E18000002,,E08000003,E05011362,S
M20 6SP,10,N,9,9,9,0,0,9,0,385172,391576,E92000001,E19000001,E18000002,,E08000003,E05011362,S
M21 0SP,10,N,14,14,14,0,0,14,0,381989,394257,E92000001,E19000001,E18000002,,E08000003,E05011357,S
M21 7SP,10,N,15,15,14,1,0,15,0,382577,393204,E92000001,E19000001,E18000002,,E08000003,E05011358,S
M21 9SP,10,N,10,10,10,0,0,10,0,381404,394358,E92000001,E19000001,E18000002,,E08000003,E05011357,S
M22 1SP,10,N,6,6,6,0,0,6,0,381855,386366,E92000001,E19000001,E18000002,,E08000003,E05011381,S
M22 4SP,10,N,1,1,0,1,0,1,0,383347,389293,E92000001,E19000001,E18000002,,E08000003,E05011374,L
M22 9SP,10,N,24,24,24,0,0,24,0,382595,387515,E92000001,E19000001,E18000002,,E08000003,E05011378,S
M23 2SP,10,N,15,15,15,0,0,15,0,381209,387436,E92000001,E19000001,E18000002,,E08000003,E05011352,S
M23 9SP,10,N,1,1,0,1,0,1,0,380233,388127,E92000001,E19000001,E18000002,,E08000003,E05011352,S
M24 2SP,10,N,21,21,20,1,0,21,0,388129,405391,E92000001,E19000001,E18000002,,E08000005,E05000743,S
M24 4SP,10,N,1,1,1,0,0,1,0,384966,405801,E92000001,E19000001,E18000002,,E08000005,E05000754,S
M24 5SP,10,N,12,12,12,0,0,12,0,385926,407305,E92000001,E19000001,E18000002,,E08000005,E05000758,S
M25 2SP,10,N,1,1,1,0,0,1,0,383071,405912,E92000001,E19000001,E18000002,,E08000002,E05000674,S
M25 9SP,10,N,27,27,27,0,0,27,0,381036,402160,E92000001,E19000001,E18000002,,E08000002,E05000683,S
M26 2SP,10,N,20,20,16,4,0,20,0,378655,407107,E92000001,E19000001,E18000002,,E08000002,E05000678,S
M27 5SP,10,N,31,31,30,1,0,31,0,377670,401182,E92000001,E19000001,E18000002,,E08000006,E05013033,S
M27 8SP,10,N,6,6,6,0,0,6,0,378866,402392,E92000001,E19000001,E18000002,,E08000006,E05013029,S
M28 0SP,10,N,20,20,20,0,0,20,0,373136,403108,E92000001,E19000001,E18000002,,E08000006,E05013035,S
M28 2SP,10,N,15,15,15,0,0,15,0,375961,401156,E92000001,E19000001,E18000002,,E08000006,E05013037,S
M28 3SP,10,N,9,9,9,0,0,9,0,373312,402715,E92000001,E19000001,E18000002,,E08000006,E05013035,S
M29 7SP,10,N,4,4,4,0,0,4,0,369424,400298,E92000001,E19000001,E18000002,,E08000010,E05000843,S
M29 8SP,10,N,34,34,34,0,0,34,0,371128,401591,E92000001,E19000001,E18000002,,E08000010,E05000843,S
M30 0SP,10,N,1,1,0,1,0,1,0,377711,398911,E92000001,E19000001,E18000002,,E08000006,E05013024,L
M32 0SP,10,N,11,11,11,0,0,11,0,380145,394745,E92000001,E19000001,E18000002,,E08000009,E05000832,S
M32 9SP,10,N,10,10,10,0,0,10,0,378261,395423,E92000001,E19000001,E18000002,,E08000009,E05000829,S
M33 2SP,10,N,9,9,9,0,0,9,0,380595,391357,E92000001,E19000001,E18000002,,E08000009,E05000835,S
M33 4SP,10,N,5,5,5,0,0,5,0,376973,391043,E92000001,E19000001,E18000002,,E08000009,E05000834,S
M34 3SP,10,N,5,4,0,5,0,4,1,391534,395089,E92000001,E19000001,E18000002,,E08000008,E05000806,S
M34 5SP,10,N,46,46,45,1,0,46,0,390903,398048,E92000001,E19000001,E18000002,,E08000008,E05000803,S
M34 7SP,10,N,17,17,17,0,0,17,0,393015,394602,E92000001,E19000001,E18000002,,E08000008,E05000805,S
M35 0SP,10,N,24,24,24,0,0,24,0,390174,401028,E92000001,E19000001,E18000002,,E08000004,E05000725,S
M40 2SP,10,N,6,6,5,1,0,6,0,387308,400064,E92000001,E19000001,E18000002,,E08000003,E05011371,S
M40 7SP,10,N,9,9,9,0,0,9,0,385426,400231,E92000001,E19000001,E18000002,,E08000003,E05011366,S
M41 0SP,10,N,1,1,0,1,0,1,0,377434,395731,E92000001,E19000001,E18000002,,E08000009,E05000826,S
M41 5SP,10,N,5,5,5,0,0,5,0,375041,395075,E92000001,E19000001,E18000002,,E08000009,E05000828,S
M41 8SP,10,N,13,13,13,0,0,13,0,374230,395415,E92000001,E19000001,E18000002,,E08000009,E05000827,S
M43 7SP,10,N,33,33,33,0,0,33,0,391076,399128,E92000001,E19000001,E18000002,,E08000008,E05000807,S
M45 7SP,10,N,11,11,11,0,0,11,0,380398,406885,E92000001,E19000001,E18000002,,E08000002,E05000677,S
M45 8SP,10,N,8,8,8,0,0,8,0,381416,405843,E92000001,E19000001,E18000002,,E08000002,E05000670,S
M46 0SP,10,N,12,12,12,0,0,12,0,366448,402901,E92000001,E19000001,E18000002,,E08000010,E05000844,S
M46 9SP,10,N,6,6,6,0,0,6,0,367784,404126,E92000001,E19000001,E18000002,,E08000010,E05000845,S
M50 3SP,10,N,11,6,0,11,0,6,5,380833,397489,E92000001,E19000001,E18000002,,E08000006,E05013031,S
M6  6SP,10,N,30,30,30,0,0,30,0,381443,400043,E92000001,E19000001,E18000002,,E08000006,E05013030,S
M7  1SP,10,N,3,3,0,3,0,3,0,383291,399618,E92000001,E19000001,E18000002,,E08000006,E05013021,S
M7  4SP,10,N,7,7,6,1,0,7,0,383644,401135,E92000001,E19000001,E18000002,,E08000006,E05013021,S
M8  0SP,10,N,11,10,8,3,0,10,1,384264,400497,E92000001,E19000001,E18000002,,E08000003,E05011356,S
M8  5SP,10,N,27,27,27,0,0,27,0,384218,402222,E92000001,E19000001,E18000002,,E08000003,E05011360,S
M9  5SP,10,N,2,2,0,2,0,2,0,385456,401383,E92000001,E19000001,E18000002,,E08000003,E05011366,S
M9  6SP,10,N,6,6,6,0,0,6,0,386109,403154,E92000001,E19000001,E18000002,,E08000003,E05011355,S
N1  0SP,10,N,4,4,3,1,0,4,0,530686,183580,E92000001,E19000003,E18000007,,E09000019,E05000368,S
N1  2SP,10,N,1,1,1,0,0,1,0,532007,184010,E92000001,E19000003,E18000007,,E09000019,E05000379,S
N1  5SP,10,N,56,56,56,0,0,56,0,532965,183855,E92000001,E19000003,E18000007,,E09000012,E05009371,S
N1  7SP,10,N,47,47,47,0,0,47,0,532716,182855,E92000001,E19000003,E18000007,,E09000012,E05009378,S
N1  9SP,10,N,25,25,25,0,0,25,0,530788,183328,E92000001,E19000003,E18000007,,E09000019,E05000366,S
N11 1SP,10,N,9,9,9,0,0,9,0,529008,192279,E92000001,E19000003,E18000007,,E09000010,E05000209,S
N11 2SP,10,N,22,22,22,0,0,22,0,529891,192016,E92000001,E19000003,E18000007,,E09000010,E05000193,S
N12 8SP,10,N,33,33,32,1,0,33,0,525881,192770,E92000001,E19000003,E18000007,,E09000003,E05000059,S
N12 9SP,10,N,2,2,1,1,0,2,0,526347,192433,E92000001,E19000003,E18000007,,E09000003,E05000063,S
N13 4SP,10,N,45,45,30,15,0,45,0,530974,191988,E92000001,E19000003,E18000007,,E09000010,E05000193,S
N13 5SP,10,N,12,12,12,0,0,12,0,531731,193145,E92000001,E19000003,E18000007,,E09000010,E05000205,S
N14 4SP,10,N,18,18,18,0,0,18,0,529806,195707,E92000001,E19000003,E18000007,,E09000010,E05000196,S
N14 6SP,10,N,48,48,48,0,0,48,0,529737,194234,E92000001,E19000003,E18000007,,E09000010,E05000208,S
N15 6SP,10,N,30,30,29,1,0,30,0,532866,188246,E92000001,E19000003,E18000007,,E09000014,E05000278,S
N16 0SP,10,N,12,12,12,0,0,12,0,533170,186290,E92000001,E19000003,E18000007,,E09000012,E05009385,S
N16 5SP,10,N,39,39,39,0,0,39,0,533522,186815,E92000001,E19000003,E18000007,,E09000012,E05009385,S
N16 6SP,10,N,8,8,8,0,0,8,0,533968,187972,E92000001,E19000003,E18000007,,E09000012,E05009383,S
N16 7SP,10,N,4,4,4,0,0,4,0,534111,186191,E92000001,E19000003,E18000007,,E09000012,E05009373,S
N16 8SP,10,N,1,1,0,1,0,1,0,533279,185912,E92000001,E19000003,E18000007,,E09000012,E05009385,S
N17 0SP,10,N,30,29,11,19,0,29,1,534848,191351,E92000001,E19000003,E18000007,,E09000014,E05000276,S
N17 9SP,10,N,30,30,30,0,0,30,0,534575,190486,E92000001,E19000003,E18000007,,E09000014,E05000281,S
N18 1SP,10,N,12,12,2,10,0,12,0,533714,191837,E92000001,E19000003,E18000007,,E09000010,E05000212,S
N18 2SP,10,N,30,30,30,0,0,30,0,534040,191827,E92000001,E19000003,E18000007,,E09000010,E05000212,S
N19 5SP,10,N,10,10,9,1,0,10,0,529454,186644,E92000001,E19000003,E18000007,,E09000019,E05000376,S
N1P 1SP,10,Y,1,0,0,0,1,0,1,531622,183898,E92000001,E19000003,E18000007,,E09000019,E05000379,L
N1P 2SP,10,Y,1,1,0,0,1,1,0,531630,183943,E92000001,E19000003,E18000007,,E09000019,E05000379,L
N2  0SP,10,N,19,19,19,0,0,19,0,526189,189730,E92000001,E19000003,E18000007,,E09000003,E05000049,S
N20 0SP,10,N,18,18,18,0,0,18,0,527778,193304,E92000001,E19000003,E18000007,,E09000003,E05000058,S
N21 1SP,10,N,14,14,14,0,0,14,0,530334,195875,E92000001,E19000003,E18000007,,E09000010,E05000202,S
N22 5SP,10,N,6,6,6,0,0,6,0,530979,190905,E92000001,E19000003,E18000007,,E09000014,E05000284,S
N22 6SP,10,N,36,36,36,0,0,36,0,532050,190403,E92000001,E19000003,E18000007,,E09000014,E05000275,S
N3  1SP,10,N,25,25,25,0,0,25,0,524355,190369,E92000001,E19000003,E18000007,,E09000003,E05000051,S
N3  2SP,10,N,45,45,45,0,0,45,0,525612,190356,E92000001,E19000003,E18000007,,E09000003,E05000051,S
N3  3SP,10,N,12,12,12,0,0,12,0,524413,190118,E92000001,E19000003,E18000007,,E09000003,E05000051,S
N4  2SP,10,N,61,61,61,0,0,61,0,531859,186636,E92000001,E19000003,E18000007,,E09000012,E05009367,S
N4  4SP,10,N,1,1,1,0,0,1,0,530727,188035,E92000001,E19000003,E18000007,,E09000014,E05000279,S
N5  1SP,10,N,22,22,22,0,0,22,0,531794,185605,E92000001,E19000003,E18000007,,E09000019,E05000373,S
N6  4SP,10,N,23,23,23,0,0,23,0,527838,188951,E92000001,E19000003,E18000007,,E09000014,E05000270,S
N7  0SP,10,N,1,1,0,1,0,1,0,530489,185682,E92000001,E19000003,E18000007,,E09000019,E05000375,L
N7  8SP,10,N,13,13,13,0,0,13,0,530713,184767,E92000001,E19000003,E18000007,,E09000019,E05000368,S
N7  9SP,10,N,36,36,36,0,0,36,0,530650,185737,E92000001,E19000003,E18000007,,E09000019,E05000375,S
N8  8SP,10,N,9,9,9,0,0,9,0,530081,188704,E92000001,E19000003,E18000007,,E09000014,E05000274,S
N9  9SP,10,N,38,38,38,0,0,38,0,534069,193138,E92000001,E19000003,E18000007,,E09000010,E05000197,S
S1  4SP,10,N,2,2,0,2,0,2,0,435607,386752,E92000001,E19000001,E18000003,,E08000019,E05010862,S
S1  9SP,10,N,1,1,0,1,0,1,0,435366,387189,E92000001,E19000001,E18000003,,E08000019,E05010862,S
S10 1SP,10,N,53,53,53,0,0,53,0,432536,387802,E92000001,E19000001,E18000003,,E08000019,E05010863,S
S10 2SP,10,N,7,7,4,3,0,7,0,433368,386876,E92000001,E19000001,E18000003,,E08000019,E05010860,S
S10 5SP,10,N,4,4,4,0,0,4,0,431653,386579,E92000001,E19000001,E18000003,,E08000019,E05010863,S
S11 9SP,10,N,47,47,47,0,0,47,0,432169,384453,E92000001,E19000001,E18000003,,E08000019,E05010867,S
S12 2SP,10,N,4,4,4,0,0,4,0,437698,384402,E92000001,E19000001,E18000003,,E08000019,E05010876,S
S12 4SP,10,N,16,16,16,0,0,16,0,439800,384167,E92000001,E19000001,E18000003,,E08000019,E05010859,S
S13 8SP,10,N,28,28,28,0,0,28,0,440707,384907,E92000001,E19000001,E18000003,,E08000019,E05010877,S
S14 1SP,10,N,21,21,20,1,0,21,0,437917,383048,E92000001,E19000001,E18000003,,E08000019,E05010870,S
S18 1SP,10,N,25,25,25,0,0,25,0,435608,377924,E92000001,E19000001,E18000004,E10000007,E07000038,E05012047,S
S18 7SP,10,N,16,16,16,0,0,16,0,433748,375454,E92000001,E19000001,E18000004,E10000007,E07000038,E05012041,S
S2  1SP,10,N,5,5,5,0,0,5,0,438481,385734,E92000001,E19000001,E18000003,,E08000019,E05010873,S
S2  2SP,10,N,16,16,5,11,0,16,0,436586,386849,E92000001,E19000001,E18000003,,E08000019,E05010873,S
S2  3SP,10,N,50,50,50,0,0,50,0,436472,385536,E92000001,E19000001,E18000003,,E08000019,E05010876,S
S2  4SP,10,N,7,7,1,6,0,7,0,435063,386013,E92000001,E19000001,E18000003,,E08000019,E05010875,S
S20 4SP,10,N,38,38,38,0,0,38,0,443839,380506,E92000001,E19000001,E18000003,,E08000019,E05010874,S
S20 6SP,10,N,10,10,10,0,0,10,0,442470,382852,E92000001,E19000001,E18000003,,E08000019,E05010858,S
S21 1SP,10,N,29,29,29,0,0,29,0,445034,380597,E92000001,E19000001,E18000004,E10000007,E07000038,E05012055,S
S25 2SP,10,N,13,13,13,0,0,13,0,453303,385846,E92000001,E19000001,E18000003,,E08000018,E05013000,S
S26 4SP,10,N,12,12,12,0,0,12,0,444983,385804,E92000001,E19000001,E18000003,,E08000018,E05012995,S
S26 6SP,10,N,16,16,16,0,0,16,0,449471,383211,E92000001,E19000001,E18000003,,E08000018,E05013015,S
S3  7SP,10,N,20,20,17,3,0,20,0,434414,386620,E92000001,E19000001,E18000003,,E08000019,E05010860,S
S35 1SP,10,N,48,48,48,0,0,48,0,434699,396046,E92000001,E19000001,E18000003,,E08000019,E05010883,S
S35 8SP,50,N,1,0,1,0,0,0,1,434287,394791,E92000001,E19000001,E18000003,,E08000019,E05010883,S
S36 2SP,10,N,10,10,10,0,0,10,0,428594,397923,E92000001,E19000001,E18000003,,E08000019,E05010881,S
S4  7SP,10,N,49,49,49,0,0,49,0,436452,389197,E92000001,E19000001,E18000003,,E08000019,E05010861,S
S40 2SP,10,N,3,3,3,0,0,3,0,437897,369567,E92000001,E19000001,E18000004,E10000007,E07000034,E05003337,S
S40 3SP,10,N,6,6,6,0,0,6,0,436231,369393,E92000001,E19000001,E18000004,E10000007,E07000038,E05012042,S
S40 4SP,10,N,1,1,0,1,0,1,0,437909,371529,E92000001,E19000001,E18000004,E10000007,E07000034,E05003326,L
S40 9SP,10,N,1,1,0,1,0,1,0,437985,371228,E92000001,E19000001,E18000004,E10000007,E07000034,E05003326,S
S41 0SP,10,N,4,4,1,3,0,4,0,438938,369555,E92000001,E19000001,E18000004,E10000007,E07000034,E05003339,S
S41 8SP,10,N,7,7,7,0,0,7,0,437907,373141,E92000001,E19000001,E18000004,E10000007,E07000034,E05003335,S
S42 5SP,10,N,34,34,34,0,0,34,0,443058,365679,E92000001,E19000001,E18000004,E10000007,E07000038,E05012053,S
S42 6SP,10,N,58,58,58,0,0,58,0,436874,368046,E92000001,E19000001,E18000004,E10000007,E07000038,E05012063,S
S43 3SP,10,N,6,6,6,0,0,6,0,442131,373260,E92000001,E19000001,E18000004,E10000007,E07000034,E05003329,S
S43 4SP,10,N,6,6,6,0,0,6,0,449988,375787,E92000001,E19000001,E18000004,E10000007,E07000033,E05011989,S
S43 9SP,10,N,1,1,0,1,0,1,0,448876,375162,E92000001,E19000001,E18000004,E10000007,E07000033,E05011990,L
S44 6SP,10,N,22,22,22,0,0,22,0,447608,369925,E92000001,E19000001,E18000004,E10000007,E07000033,E05011988,S
S45 9SP,10,N,13,13,13,0,0,13,0,440116,362668,E92000001,E19000001,E18000004,E10000007,E07000038,E05012044,S
S5  6SP,10,N,44,44,44,0,0,44,0,436535,391185,E92000001,E19000001,E18000003,,E08000019,E05010868,S
S5  7SP,10,N,21,21,21,0,0,21,0,435801,392005,E92000001,E19000001,E18000003,,E08000019,E05010868,S
S6  1SP,10,N,45,45,45,0,0,45,0,433052,390849,E92000001,E19000001,E18000003,,E08000019,E05010872,S
S6  4SP,10,N,17,17,17,0,0,17,0,432050,389767,E92000001,E19000001,E18000003,,E08000019,E05010872,S
S6  5SP,10,N,15,15,14,1,0,15,0,428779,386964,E92000001,E19000001,E18000003,,E08000019,E05010880,S
S6  6SP,10,N,18,18,18,0,0,18,0,430968,390296,E92000001,E19000001,E18000003,,E08000019,E05010880,S
S60 2SP,10,N,37,37,37,0,0,37,0,444122,391828,E92000001,E19000001,E18000003,,E08000018,E05012996,S
S60 5SP,10,N,23,23,22,1,0,23,0,442684,388687,E92000001,E19000001,E18000003,,E08000018,E05013009,S
S60 9SP,10,N,1,1,0,1,0,1,0,442565,392663,E92000001,E19000001,E18000003,,E08000018,E05012996,S
S61 2SP,10,N,12,12,12,0,0,12,0,437961,396342,E92000001,E19000001,E18000003,,E08000018,E05013004,S
S61 3SP,10,N,28,28,28,0,0,28,0,440604,394205,E92000001,E19000001,E18000003,,E08000018,E05013004,S
S62 7SP,10,N,2,2,2,0,0,2,0,443491,398348,E92000001,E19000001,E18000003,,E08000018,E05013008,S
S63 0SP,10,N,14,14,14,0,0,14,0,445712,405249,E92000001,E19000001,E18000003,,E08000016,E05000981,S
S63 6SP,10,N,24,24,24,0,0,24,0,442719,400631,E92000001,E19000001,E18000003,,E08000018,E05013016,S
S63 7SP,10,N,23,23,23,0,0,23,0,443376,400154,E92000001,E19000001,E18000003,,E08000018,E05013016,S
S64 5SP,10,N,1,1,1,0,0,1,0,446313,400101,E92000001,E19000001,E18000003,,E08000017,E05010739,S
S64 8SP,10,N,21,21,21,0,0,21,0,445832,398479,E92000001,E19000001,E18000003,,E08000018,E05013005,S
S64 9SP,10,N,14,14,14,0,0,14,0,446374,400157,E92000001,E19000001,E18000003,,E08000017,E05010739,S
S65 1SP,10,N,27,27,27,0,0,27,0,443895,393393,E92000001,E19000001,E18000003,,E08000018,E05013010,S
S65 2SP,10,N,12,12,12,0,0,12,0,444169,393034,E92000001,E19000001,E18000003,,E08000018,E05013010,S
S65 3SP,10,N,4,4,4,0,0,4,0,444427,394289,E92000001,E19000001,E18000003,,E08000018,E05013010,S
S66 2SP,10,N,26,26,26,0,0,26,0,449233,392454,E92000001,E19000001,E18000003,,E08000018,E05012997,S
S66 8SP,10,N,14,14,14,0,0,14,0,451632,392979,E92000001,E19000001,E18000003,,E08000018,E05013002,S
S7  1SP,10,N,37,37,37,0,0,37,0,433898,384614,E92000001,E19000001,E18000003,,E08000019,E05010875,S
S70 4SP,10,N,15,15,15,0,0,15,0,436201,403993,E92000001,E19000001,E18000003,,E08000016,E05000996,S
S70 5SP,10,N,13,13,13,0,0,13,0,434938,401664,E92000001,E19000001,E18000003,,E08000016,E05000991,S
